DBRECORDID,TITLE,ABSTRACT,LANGUAGE,MESH,CHEM
M7904836,['Co-expression of plastid chaperonin genes and a synthetic plant Rubisco operon in Escherichia coli.'],"['It has been suggested that lack of specialized molecular chaperone function(s) in Escherichia coli may account for the fact that although E. coli cells transformed with plant Rubisco genes synthesize the Rubisco subunit polypeptides, the active enzyme fails to assemble. If so, co-expression of plant chaperone and Rubisco genes might permit plant Rubisco assembly in E. coli. Introduction of genes encoding plant chaperonin polypeptides has been shown to enhance the capacity of E. coli to assemble active cyanobacterial Rubisco. We now report that co-expression of plant Rubisco and chaperonin genes affected the solubility and stability of Rubisco large subunit polypeptides, however, neither the assembled oligomeric protein nor Rubisco enzyme activity was detected.']",['eng'],"['Chaperonins', 'Chloroplasts/metabolism', 'Cloning, Molecular', 'Escherichia coli', 'Operon', 'Protein Conformation', 'Protein Processing, Post-Translational', 'Proteins/genetics', 'Recombinant Proteins/metabolism', 'Ribulose-Bisphosphate Carboxylase/genetics']","['Proteins', 'Recombinant Proteins', 'Chaperonins (EC 3.6.1.-)', 'Ribulose-Bisphosphate Carboxylase (EC 4.1.1.39)']"
M7906265,['Permissive linker insertion sites in the outer membrane protein of 987P fimbriae of Escherichia coli.'],"['The FasD protein is essential for the biogenesis of 987P fimbriae of Escherichia coli. In this study, subcellular fractionation was used to demonstrate that FasD is an outer membrane protein. In addition, the accessibility of FasD to proteases established the presence of surface-exposed FasD domains on both sides of the outer membrane. The fasD gene was sequenced, and the deduced amino acid sequence was shown to share homologous domains with a family of outer membrane proteins from various fimbrial systems. Similar to porins, fimbrial outer membrane proteins are relatively polar, lack typical hydrophobic membrane-spanning domains, and posses secondary structures predicted to be rich in turns and amphipathic beta-sheets. On the basis of the experimental data and structural predictions, FasD is postulated to consist essentially of surface-exposed turns and loops and membrane-spanning interacting amphipathic beta-strands. In an attempt to test this prediction, the fasD gene was submitted to random in-frame linker insertion mutagenesis. Preliminary experiments demonstrated that it was possible to produce fasD mutants, whose products remain functional for fimbrial export and assembly. Subsequently, 11 fasD alleles, containing linker inserts encoding beta-turn-inducing residues, were shown to express functional proteins. The insertion sites were designated permissive sites. The inserts used are expected to be least detrimental to the function of FasD when they are inserted into surface-exposed domains not directly involved in fimbrial export. In contrast, FasD is not expected to accommodate such residues in its amphipathic beta-strands without being destabilized in the membrane and losing function. All permissive sites were sequenced and shown to be located in or one residue away from predicted turns. In contrast, 5 of 10 sequenced nonpermissive sites were mapped to predicted amphipathic beta-strands. These results are consistent with the structural predictions for FasD.']",['eng'],"['Adhesins, Escherichia coli', 'Alleles', 'Amino Acid Sequence', 'Antigens, Bacterial/genetics', 'Antigens, Surface/genetics', 'Bacterial Outer Membrane Proteins/classification', 'Bacterial Outer Membrane Proteins/genetics', 'Base Sequence', 'Cell Compartmentation', 'Cell Fractionation', 'DNA Transposable Elements/genetics', 'Escherichia coli/genetics', 'Fimbriae Proteins', 'Fimbriae, Bacterial', 'Molecular Sequence Data', 'Mutagenesis, Insertional', 'Protein Structure, Secondary', 'Protein Structure, Tertiary', 'Recombinant Fusion Proteins', 'Sequence Analysis, DNA', 'Sequence Homology, Amino Acid', 'Structure-Activity Relationship']","['Adhesins, Escherichia coli', 'Antigens, Bacterial', 'Antigens, Surface', 'Bacterial Outer Membrane Proteins', 'DNA Transposable Elements', 'Recombinant Fusion Proteins', 'antigen 987P, E coli', 'Fimbriae Proteins (147680-16-8)']"
M7912758,['Ovum donation: move slowly.'],,['eng'],"['Aborted Fetus', 'Ethics, Medical', 'Female', 'Humans', 'Oocyte Donation', 'Ovum', 'Public Opinion', 'Tissue Donors', 'Tissue and Organ Procurement']",
M7917959,['Leukämien im Kindesalter.'],,['ger'],"['Antineoplastic Agents/adverse effects', 'Child', 'Humans', 'Leukemia/drug therapy', 'Leukemia/mortality', 'Leukemia/nursing', 'Survival Rate']",['Antineoplastic Agents']
M7921421,['Perioperative Pflege.'],,['ger'],"['Anxiety', 'Communication', 'Humans', 'Intraoperative Care', 'Operating Room Nursing', 'Postoperative Care', 'Preoperative Care', 'Safety']",
M7921483,['Dekubitus--Dilemma ohne Ende? Erfahrungsbericht und Dokumentation einererfolgreichen ambulanten Dekubitusbehandlung.'],,['ger'],"['Aged', 'Early Ambulation', 'Humans', 'Male', 'Posture', 'Pressure Ulcer/therapy']",
M7924228,['Intertrigo: a practical approach.'],"['Although the precise diagnosis of intertriginous dermatosis is hampered by the unique conditions of the skin folds, there are a few common rules to be considered in the therapeutic approach. Dryness must be reached by changing occlusive conditions, astringent compresses, and absorbing powders. To improve the primary dermatosis, superimposed infection must be treated. With rare exceptions, fluorinated steroids should not be used in occlusive areas. Finally, the skills of a dermatologist may be required to optimize the care of patients with complex dermatoses involving the flexural skin.']",['eng'],"['Algorithms', 'Diagnosis, Differential', 'Humans', 'Intertrigo/diagnosis', 'Intertrigo/etiology', 'Intertrigo/therapy']",
M7933421,"['A piece of my mind. Omega yes, alpha no.']",,['eng'],"['MEDLARS', 'MEDLINE', 'Medical Informatics Applications']",
M7940305,['Uddannelse-debat--skal vi fortsat vaere generalister?'],,['dan'],"['Denmark', 'Education, Nursing/standards', 'Nurse Clinicians', 'Specialties, Nursing']",
M7940841,['Effect of cyclosporine dosing on creatinine levels in hepatic transplant recipients.'],,['eng'],"['Adolescent', 'Adult', 'Aged', 'Analysis of Variance', 'Azathioprine/administration & dosage', 'Azathioprine/therapeutic use', 'Continental Population Groups', 'Creatinine/blood', 'Cyclosporine/administration & dosage', 'Cyclosporine/blood', 'Cyclosporine/therapeutic use', 'Dose-Response Relationship, Drug', 'Drug Therapy, Combination', 'Female', 'Follow-Up Studies', 'Humans', 'Immunosuppression/methods', 'Infusions, Intravenous', 'Kidney Function Tests', 'Liver Transplantation/immunology', 'Liver Transplantation/physiology', 'Male', 'Middle Aged', 'Time Factors']","['Cyclosporine (83HN0GTJ6D)', 'Creatinine (AYI8EX34EU)', 'Azathioprine (MRK240IY2L)']"
M7946577,['Aggressive superficial bladder cancer.'],,['eng'],"['Humans', 'Urinary Bladder/pathology', 'Urinary Bladder Neoplasms/pathology']",
M7946749,['Diuretics in heart failure.'],,['eng'],"['Diuretics/therapeutic use', 'Heart Failure/drug therapy', 'Heart Failure/physiopathology', 'Humans']",['Diuretics']
M7952986,['Dementia among the elderly in a rural Korean community.'],"['The age-specific prevalence of dementia, its sex difference, and the relative prevalence of important types of dementia were studied in the elderly people in a Korean rural community. A two-stage approach was employed, involving screening and clinical assessment. The prevalence among individuals aged 65 and over was found to be 10.8%, with rates of 7.2% in men and 14.5% in women. The dementia was of the Alzheimer type in 60.0% of cases, multi-infarct dementia in 12.0%, mixed dementia of Alzheimer type and multi-infarct in 10.7%, alcoholic dementia in 8.0%, and others and unclassifiable in 9.3%. The prevalence of dementia of the Alzheimer type was significantly higher in women and rapidly increased with age in both sexes. The prevalence of multi-infarct dementia was not related to sex or age. Alcoholic dementia was identified only in men. These findings indicate that the prevalence of dementia in rural Korea is similar to that reported in Western countries and that the prevalence of dementia of the Alzheimer type in rural Korea is greater than that of multi-infarct dementia.']",['eng'],"['Aged', 'Aged, 80 and over', 'Alzheimer Disease/diagnosis', 'Alzheimer Disease/epidemiology', 'Alzheimer Disease/psychology', 'Cross-Cultural Comparison', 'Cross-Sectional Studies', 'Dementia/diagnosis', 'Dementia/epidemiology', 'Dementia/psychology', 'Dementia, Multi-Infarct/diagnosis', 'Dementia, Multi-Infarct/epidemiology', 'Dementia, Multi-Infarct/psychology', 'Female', 'Humans', 'Incidence', 'Korea/epidemiology', 'Male', 'Mass Screening', 'Neuropsychological Tests', 'Rural Population/statistics & numerical data']",
M7956282,['Hemodynamic responses to external counterbalancing of auto-positive end-expiratory pressure in mechanically ventilated patients with chronic obstructive pulmonary disease.'],"['Objective!#!To study the effect of positive end-expiratory pressure (PEEP) on right ventricular hemodynamics and ejection fraction in patients with chronic obstructive pulmonary disease and positive alveolar pressure throughout expiration by dynamic hyperinflation (auto-PEEP).!##!Design!#!Open, prospective, controlled trial.!##!Setting!#!General intensive care unit of a community hospital.!##!Patients!#!Ten patients sedated and paralyzed with an acute exacerbation of chronic obstructive pulmonary disease undergoing mechanical ventilation.!##!Interventions!#!Insertion of a pulmonary artery catheter modified with a rapid response thermistor and a radial arterial catheter. PEEP was then increased from 0 (PEEP 0) to auto-PEEP level (PEEP = auto-PEEP) and 5 cm H2O above that (PEEP = auto-PEEP +5).!##!Measurements!#!At each level of PEEP, airway pressures, flow and volume, hemodynamic variables (including right ventricular ejection fraction by thermodilution technique), and blood gas analyses were recorded.!##!Main results!#!The mean auto-PEEP was 6.6 +/- 2.8 cm H2O and the total PEEP reached was 12.2 +/- 2.4 cm H2O. The degree of lung inflation induced by PEEP averaged 145 +/- 87 mL with PEEP = auto-PEEP and 495 +/- 133 mL with PEEP = auto-PEEP + 5. The PEEP = auto-PEEP caused a right ventricular end-diastolic pressure increase, but there was no other significant hemodynamic change. With PEEP = auto-PEEP + 5, there was a significant increase in intravascular pressures; this amount of PEEP reduced cardiac output (from 4.40 +/- 1.38 L/min at PEEP 0 to 4.13 +/- 1.48 L/min; p < .05). The cardiac output reduction induced by PEEP = auto-PEEP + 5 was > 10% in only five cases and this group of patients had significantly lower right ventricular volumes than the group with less cardiac output variation (right ventricular end-diastolic volume: 64 +/- 9 vs. 96 +/- 26 mL/m2; right ventricular end-systolic volume: 38 +/- 6 vs. 65 +/- 21 mL/m2; p < .05) without significant difference in the other variables that were measured. Neither right ventricular ejection fraction nor right ventricle volumes changed as PEEP increased, but there were marked interpatient differences and also pronounced changes in volume between stages in individual patients.!##!Conclusions!#!In the study conditions, PEEP application up to values approaching auto-PEEP did not result in the impairment of right ventricular hemodynamics, while higher levels reduced cardiac output in selected patients.']",['eng'],"['APACHE', 'Acute Disease', 'Aged', 'Aged, 80 and over', 'Analysis of Variance', 'Female', 'Hemodynamics/physiology', 'Humans', 'Linear Models', 'Lung Diseases, Obstructive/epidemiology', 'Lung Diseases, Obstructive/physiopathology', 'Lung Diseases, Obstructive/therapy', 'Male', 'Middle Aged', 'Positive-Pressure Respiration, Intrinsic/epidemiology', 'Positive-Pressure Respiration, Intrinsic/physiopathology', 'Positive-Pressure Respiration, Intrinsic/therapy', 'Respiration, Artificial/instrumentation', 'Respiration, Artificial/methods', 'Respiratory Insufficiency/epidemiology', 'Respiratory Insufficiency/physiopathology', 'Respiratory Insufficiency/therapy', 'Ventricular Function, Right/physiology']",
M7959725,['Shot-gun sequencing strategy for long-range genome mapping: a pilot study.'],"['We have recently proposed a strategy for construction of long-range physical maps based on random sequencing of NotI linking and jumping clones. Here, we present results of sequence comparison between 168 NotI linking (100 of them were sequenced from both sides) and 81 chromosome 3-specific jumping clones. We were able to identify 14 NotI jumping clones (17%), each joined with two NotI linking clones. The average size of chromosomal jumps was about 650 kb. The assembled 42 NotI genomic fragments correspond to 12-15% of chromosome 3. These results demonstrate the value of random sequencing of NotI linking and jumping clones for genome mapping. This mapping proposal can be used for connecting physical and genetic maps of the human genome and will be a valuable supplement to YAC and cosmid library based mapping projects.']",['eng'],"['Animals', 'Base Sequence', 'Cell Line', 'Chromosome Mapping', 'Chromosome Walking', 'Cloning, Molecular', 'DNA Primers', 'Deoxyribonucleases, Type II Site-Specific', 'Gene Library', 'Genetic Linkage', 'Genome, Human', 'Humans', 'Hybrid Cells', 'Mice', 'Molecular Sequence Data', 'Pilot Projects', 'Restriction Mapping', 'Sequence Homology, Nucleic Acid']","['DNA Primers', 'Deoxyribonucleases, Type II Site-Specific (EC 3.1.21.4)', 'GCGGCCGC-specific type II deoxyribonucleases (EC 3.1.21.4)']"
M7960196,['Dynamic pumping characteristics of the Hemopump.'],"['While pumping blood with the Hemopump in sheep, the ability of predicting the instantaneous pump flow from the pressure difference over the pump system and pump parameters was investigated. For rotational speed n between 300 and 475 revolutions per second (rps), maximum pump flow QO(n) at zero pressure difference, internal pump resistance R(n), and inertia parameter Lc were found to be suitable parameters for Hemopump characterization. The instantaneous pump flow could be estimated with an accuracy of approximately 1.0 [ml/s]. The values of the pump source parameters (+/- sd) were: (the figures in parentheses represent earlier reported values found while pumping water) Lc was a constant of 21.4 +/- 6.4 [Pa.s2/ml] (in water: 10.8). QO(n) is linearly related to rotational speed n according to: QO(n) = QO(ncen) + CQ(n-ncen), with QO(ncen) = 49.4 +/- 4.5 [ml/s] (in water: 60.3), CQ = 142 +/- 22.4 [10(-3) ml] (in water: 146), and ncen = 387.5 [rps]. R(n) is linearly related to rotational speed n according to: R(n) = R(ncen) + CR(n-ncen), with R(ncen) = 556 +/- 124 [Pa.s/ml] (in water: 502) and CR = 1.47 +/- 0.83 [Pa.s2/ml] (in water: 1.67).']",['eng'],"['Animals', 'Evaluation Studies as Topic', 'Heart-Assist Devices/standards', 'Sheep']",
M7963902,"['Definitions of ""nurse"".']",,['eng'],"['Adult', 'Breast Feeding', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Language', 'Nurses', 'Nursing Care']",
M7967571,['A prospective longitudinal study of language development in late talkers.'],"['This longitudinal investigation charted the course of cognitive and language development from the prelinguistic period to multiword productions in 19 typically developing (TD) toddlers and 4 toddlers who were subsequently identified as having late onset of expressive language. Assessments were conducted at 3-month intervals over a 21-month period, with 12 months of prospective assessment data comparing the TD and late talker (LT) subjects (mean CA: 13 to 25 months) and 9 months of follow-up data (mean CA: 25-34 months) on the 4 subjects who were identified as late talkers at age 2. Three different developmental profiles were identified, and predictors of expressive language outcomes for the LT subjects were evaluated.']",['eng'],"['Child Language', 'Child, Preschool', 'Cognition', 'Female', 'Humans', 'Infant', 'Language Development', 'Language Disorders', 'Longitudinal Studies', 'Male', 'Prospective Studies', 'Verbal Learning']",
M7980748,['Maternal postnatal depression and infant gastro-oesophageal reflux.'],,['eng'],"['Adult', 'Depressive Disorder/complications', 'Female', 'Gastroesophageal Reflux/etiology', 'Humans', 'Infant', 'Pilot Projects', 'Puerperal Disorders/complications']",
M7980789,['Fourth generation dentine bonding agents.'],,['eng'],['Dentin-Bonding Agents'],['Dentin-Bonding Agents']
M7984510,['Modulation of active avoidance behavior of rats by ICV administration of CGRP antiserum.'],"['The effects of ICV administration of CGRP antiserum on active avoidance behavior were studied in rats. CGRP antiserum dilutions of 1:5, 1:10, 1:20, and 1:40 facilitated the extinction of active avoidance responses in a platform-jumping situation in the 3- and 6-h tests. In the 24-h test, only the CGRP antiserum dilution of 1:5 was effective. The present findings suggest that the endogenous CGRP of the brain may be a physiological modulator in extinction processes of active avoidance behavior.']",['eng'],"['Animals', 'Avoidance Learning/physiology', 'Calcitonin Gene-Related Peptide/immunology', 'Calcitonin Gene-Related Peptide/physiology', 'Extinction, Psychological/physiology', 'Immune Sera', 'Injections, Intraventricular', 'Male', 'Rats', 'Rats, Inbred Strains']","['Immune Sera', 'Calcitonin Gene-Related Peptide (JHB2QIZ69Z)']"
M7984867,['Intubation endotrachéale.'],,['fre'],"['Humans', 'Intubation, Intratracheal/methods']",
M7990365,['Klinicheskaia klassifikatsiia opoiasyvaiushchego gerpesa.'],,['rus'],"['Herpes Zoster/classification', 'Herpes Zoster/diagnosis', 'Herpes Zoster/epidemiology', 'Humans', 'Incidence', 'Severity of Illness Index']",
M7990581,['Rehabilitera inte sönder patienten med ryggvärk! Exakt diagnos viktig för behandlingsval.'],,['swe'],"['Back Pain/diagnosis', 'Back Pain/etiology', 'Back Pain/rehabilitation', 'Chronic Disease', 'Humans', 'Low Back Pain/diagnosis', 'Low Back Pain/etiology', 'Low Back Pain/rehabilitation', 'Physical Therapy Modalities/adverse effects']",
M7993471,['Shared governance.'],,['eng'],"['Decision Making, Organizational', 'Humans', 'Models, Organizational']",
M7998032,['Perkutan lumbal diskektomi.'],"['At the Department of Neurosurgery in Trondheim, 17 patients with low backpain and sciatica have been operated upon using percutaneous lumbal discectomy. The procedure was carried out under local anaesthesia and all patients were discharged on the first day after operation. Seven patients recovered completely, four patients showed some improvement, and six patients showed no change. All the patients who reported a complete recovery experienced pre-operative stress-dependent radicular pain with mild neurological deficits. In contrast, the group of patients who showed no change suffered more constant pain, with a diffuse localization and no neurological deficits. It is important to make a thorough pre-operative evaluation of these patients, and correct selection is essential to achieve a good result.']",['nor'],"['Adult', 'Diskectomy, Percutaneous/methods', 'Female', 'Humans', 'Low Back Pain/diagnosis', 'Low Back Pain/surgery', 'Lumbar Vertebrae/surgery', 'Male', 'Middle Aged', 'Prognosis', 'Sciatica/diagnosis', 'Sciatica/surgery']",
M8004278,['Atmen und Atemerfahrung.'],,['ger'],"['Breathing Exercises', 'Consciousness', 'Humans', 'Respiration']",
M8004333,['Burnout bei Schülern/-innen einer Kranken-pflegeschule. Ergebnisse einer Untersuchung und Uberlegungen für eine Prävention durch die Unterrichtsgestaltung.'],,['ger'],"['Burnout, Professional/prevention & control', 'Burnout, Professional/psychology', 'Curriculum', 'Humans', 'Students, Nursing/psychology']",
M8004334,['Die Messung von Burnout. Untersuchung einer deutschen Fassung des Maslach Burnout Inventory (MBI-D).'],,['ger'],"['Burnout, Professional/psychology', 'Humans', 'Psychiatric Status Rating Scales']",
M8004508,['Secrets.'],,['eng'],"['Aged', 'Breast Neoplasms/nursing', 'Female', 'Hospice Care', 'Humans', 'Nurse-Patient Relations', 'Patient Advocacy', 'Right to Die']",
M8005015,['Postpolio dysphagia.'],,['eng'],"['Comorbidity', 'Deglutition Disorders/diagnosis', 'Deglutition Disorders/epidemiology', 'Humans', 'Postpoliomyelitis Syndrome/diagnosis', 'Postpoliomyelitis Syndrome/epidemiology']",
M8009131,['Un diagnostic infirmier. Fatigue'],,['fre'],"['Fatigue/diagnosis', 'Fatigue/etiology', 'Fatigue/rehabilitation', 'Humans', 'Nursing Diagnosis', 'Self Care']",
M8009273,['Postnatal depression.'],,['eng'],"['Cross-Cultural Comparison', 'Depressive Disorder/diagnosis', 'Depressive Disorder/psychology', 'Female', 'Follow-Up Studies', 'Humans', 'Infant, Newborn', 'Mother-Child Relations', 'Puerperal Disorders/diagnosis', 'Puerperal Disorders/psychology', 'Singapore']",
M8009721,['Organdonation.'],,['dan'],"['Denmark', 'Health Knowledge, Attitudes, Practice', 'Humans', 'Public Opinion', 'Tissue Donors/legislation & jurisprudence', 'Tissue Donors/psychology']",
M8018786,['An exploratory study of ADHD among second-degree relatives of ADHD children.'],"[""Family-genetic studies consistently show that attention deficit hyperactivity disorder (ADHD) aggregates in nuclear families. Little is known about the aggregation of ADHD in second-degree relatives. We examined the prevalence of ADHD in second-degree relatives of 140 ADHD probands and 120 normal controls. Information pertinent to the diagnosis of ADHD in second-degree relatives was collected from the probands' parents. The second-degree relatives of ADHD probands were at increased risk for ADHD compared with the second-degree relatives of normal control probands. These risks were greatest when the second-degree relative was biologically related to an ADHD parent of an ADHD proband. Consistent with the greater prevalence of ADHD among boys compared with girls, grandfathers were at greater risk than grandmothers and uncles were at greater risk than aunts. Our results support the usefulness of ascertaining information from second-degree relatives in studies evaluating the genetic epidemiology of ADHD. If confirmed, such studies may help clarify the mechanism of familial transmission of ADHD.""]",['eng'],"['Attention Deficit Disorder with Hyperactivity/genetics', 'Child', 'Child, Preschool', 'Family', 'Female', 'Humans', 'Male', 'Prevalence', 'Sex Factors']",
M8019740,['Ambulante Pflege.'],,['ger'],"['Ambulatory Care', 'Humans', 'Spain']",
M8028259,['Dekubitus und Menschenwürde.'],,['ger'],"['Humans', 'Pressure Ulcer/psychology']",
M8029033,['Asthma. Knowledge for practice. Part 1.'],,['eng'],"['Asthma/diagnosis', 'Asthma/epidemiology', 'Asthma/etiology', 'Asthma/physiopathology', 'Asthma/therapy', 'Humans']",
M8035256,['AIDS dementia complex.'],,['eng'],"['AIDS Dementia Complex/diagnosis', 'AIDS Dementia Complex/epidemiology', 'AIDS Dementia Complex/etiology', 'AIDS Dementia Complex/psychology', 'AIDS Dementia Complex/therapy', 'Cost of Illness', 'Family/psychology', 'Humans', 'Patient Admission', 'Terminal Care']",
M8043205,"[""De toepassing van 'Orem'.""]",,['dut'],"['Nursing Theory', 'Self Care']",
M8043218,"[""'Orem is zo gek nog niet'.""]",,['dut'],"['Humans', 'Language', 'Nursing Theory', 'Self Care', 'Semantics']",
M8045943,['Clinical review 60: Effects of gonadotropin-releasing hormone analog therapy on adult stature in precocious puberty.'],,['eng'],"['Adult', 'Body Height/drug effects', 'Child', 'Female', 'Gonadotropin-Releasing Hormone/analogs & derivatives', 'Gonadotropin-Releasing Hormone/pharmacology', 'Gonadotropin-Releasing Hormone/therapeutic use', 'Humans', 'Male', 'Puberty, Precocious/drug therapy']",['Gonadotropin-Releasing Hormone (33515-09-2)']
M8050878,['Osteomalacia in Bedouin women of the Negev.'],"['In a retrospective survey of hospital admissions over the years 1980-89, primary nutritional osteomalacia was diagnosed in 20 patients, all of whom were Bedouin Arab women. Every patient suffered from bone pain and proximal muscle weakness, and fixed skeletal deformities were common. Mean serum alkaline phosphatase levels were mean +/- SE 492 +/- 72 (reference range 30-125 IU/ml). Mean 25-hydroxyvitamin D levels (in 12 cases) were 4.05 +/- 0.66 ng/ml (Bedouin and Jewish female reference levels 15.1 +/- 2.6 and 32.3 +/- 3.3) respectively); in 9 of these 12 cases 24,25-dihydroxyvitamin D levels were 1.54 +/- 0.51 ng/ml (Bedouin and Jewish reference levels 0.66 +/- 0.1 and 2.44 +/- 0.29 respectively); and 1,25-dihydroxyvitamin D levels were 49.3 +/- 10.04 pg/ml (Bedouin and Jewish reference levels 83.6 +/- 11.3 and 98.6 +/- 12.3 respectively). This investigation shows that primary nutritional osteomalacia, a preventable disease, still occurs, causes severe morbidity and may be a manifestation of endemic subclinical vitamin D malnutrition in the Bedouin community in the Negev.']",['eng'],"['Adolescent', 'Adult', 'Alkaline Phosphatase/blood', 'Dihydroxycholecalciferols/blood', 'Ethnic Groups', 'Female', 'Humans', 'Hydroxycholecalciferols/blood', 'Israel/epidemiology', 'Middle Aged', 'Osteomalacia/epidemiology', 'Osteomalacia/etiology', 'Retrospective Studies', 'Vitamin D Deficiency/complications']","['Dihydroxycholecalciferols', 'Hydroxycholecalciferols', 'Alkaline Phosphatase (EC 3.1.3.1)']"
M8057581,['Triage in a vacuum.'],,['eng'],"['Emergency Nursing', 'Feedback', 'Humans', 'Triage']",
M8079072,"[""L'asthme: une maladie d'avenir.""]",,['fre'],"['Asthma/epidemiology', 'Asthma/physiopathology', 'Asthma/therapy', 'Forecasting', 'Humans']",
