DBRECORDID,TITLE,ABSTRACT,LANGUAGE,MESH,CHEM
M27470122,['Health Messaging and African-American Infant Sleep Location: A Randomized Controlled Trial.'],"[""Infant-parent bedsharing increases the risk of SIDS and other sleep-related deaths. Despite AAP recommendations to avoid bedsharing, public health efforts have been unsuccessful in changing behaviors. African-American infants are more than twice as likely to die from SIDS and other sleep-related deaths, and are also twice as likely to bedshare with their parents. Further, African-American parents have a high degree of self-efficacy with regards to preventing infant suffocation, but low self-efficacy with regards to SIDS risk reduction. It is unclear whether messages emphasizing suffocation prevention will decrease bedsharing. To evaluate the impact of specific health messages on African-American parental decisions regarding infant sleep location. We conducted a randomized, controlled trial of African-American mothers of infants. The control group received standard messaging emphasizing AAP-recommended safe sleep practices, including avoidance of bedsharing, for the purposes of SIDS risk reduction. The intervention group received enhanced messaging emphasizing safe sleep practices, including avoidance of bedsharing, for both SIDS risk reduction and suffocation prevention. Participants completed interviews at 2-3\xa0weeks, 2-3\xa0months, and 5-6\xa0months after the infant's birth. 1194 mothers were enrolled in the study, and 637 completed all interviews. Bedsharing, both usually (aOR 1.005 [95\xa0% CI 1.003, 1.006]) and last night (aOR 1.004 [95\xa0% CI 1.002, 1.007]) increased slightly but statistically significantly with infant age (p\xa0<\xa00.001). Receipt of the enhanced message did not impact on sleep location. Maternal belief that bedsharing increased the risk of SIDS or suffocation declined over 6\xa0months (p\xa0<\xa00.001) and did not differ by group assignment. African-American mothers who received an enhanced message about SIDS risk reduction and suffocation prevention were no less likely to bedshare with their infants.!##!Clinical trials registration!#!Clinical Trials.gov identifier NCT01361880.""]",['eng'],,
M27868329,['Audible clicking on blinking: an adverse effect of topical prostaglandin analogue medication.'],,['eng'],"['Administration, Topical', 'Aged', 'Antihypertensive Agents/administration & dosage', 'Antihypertensive Agents/adverse effects', 'Audiometry', 'Blinking/drug effects', 'Eyelid Diseases/chemically induced', 'Female', 'Glaucoma, Open-Angle/drug therapy', 'Humans', 'Intraocular Pressure/drug effects', 'Orbit/drug effects', 'Travoprost/administration & dosage', 'Travoprost/adverse effects']","['Antihypertensive Agents', 'Travoprost (WJ68R08KX9)']"
M28079077,['Climate science: The resilience of Amazonian forests.'],,['eng'],"['Climate', 'Climate Change', 'Forests', 'Trees', 'Tropical Climate']",
M28267775,"['What\'s the ""Take Home"" from Research on Dementia Trends?']",['Eric Larson and Kenneth Langa discuss whether the risk of dementia is increasing or decreasing over time.'],['eng'],"['Dementia/diagnosis', 'Dementia/epidemiology', 'Dementia/etiology', 'Dementia/prevention & control', 'Humans']",
M28270527,['CRISPR/Cas9 Gene Drive: Growing Pains for a New Technology.'],,['eng'],['CRISPR-Cas Systems'],
M28274250,['Prosthetic joint infection development of an evidence-based diagnostic algorithm.'],"['Background!#!Increasing rates of prosthetic joint infection (PJI) have presented challenges for general practitioners, orthopedic surgeons and the health care system in the recent years. The diagnosis of PJI is complex; multiple diagnostic tools are used in the attempt to correctly diagnose PJI. Evidence-based algorithms can help to identify PJI using standardized diagnostic steps.!##!Methods!#!We reviewed relevant publications between 1990 and 2015 using a systematic literature search in MEDLINE and PUBMED. The selected search results were then classified into levels of evidence. The keywords were prosthetic joint infection, biofilm, diagnosis, sonication, antibiotic treatment, implant-associated infection, Staph. aureus, rifampicin, implant retention, pcr, maldi-tof, serology, synovial fluid, c-reactive protein level, total hip arthroplasty (THA), total knee arthroplasty (TKA) and combinations of these terms.!##!Results!#!From an initial 768 publications, 156 publications were stringently reviewed. Publications with class I-III recommendations (EAST) were considered. We developed an algorithm for the diagnostic approach to display the complex diagnosis of PJI in a clear and logically structured process according to ISO 5807.!##!Conclusions!#!The evidence-based standardized algorithm combines modern clinical requirements and evidence-based treatment principles. The algorithm provides a detailed transparent standard operating procedure (SOP) for diagnosing PJI. Thus, consistently high, examiner-independent process quality is assured to meet the demands of modern quality management in PJI diagnosis.']",['eng'],"['Algorithms', 'Arthroplasty, Replacement/adverse effects', 'Arthroplasty, Replacement/standards', 'Evidence-Based Medicine/methods', 'Evidence-Based Medicine/standards', 'Humans', 'Joint Prosthesis/microbiology', 'Prosthesis-Related Infections/diagnosis', 'Prosthesis-Related Infections/drug therapy', 'Staphylococcal Infections/diagnosis', 'Staphylococcal Infections/drug therapy']",
M28280405,['Clinical training in medical students during preclinical years in the skill lab.'],"['Background!#!In Nepal, medical education is a high-stakes and stressful course. To enhance learning and minimize students\' stress, the conventional method has been replaced by integrated, student-centered learning. As an approach to train effectively, colleges have started establishing skill labs.!##!Objectives!#!To evaluate the effectiveness of clinical skill training on exam performance as compared with the conventional teaching practice. Further, to assess the perceptions of students of the importance of skill lab training in college.!##!Method!#!Twenty students were randomly selected to participate in this cross-sectional study. On the internal examination, students showed skills on manikins, and examiners evaluated them. A sample question in the exam was ""To perform cardiopulmonary resuscitation (CPR) on half body human manikin."" On completion of the exam, opinions were collected from the students via a predesigned self-administered questionnaire. The questionnaire included questions regarding skill lab use and its benefits to them in developing their skills, with a few questions related to the exam pattern. The responses were expressed in frequencies.!##!Results!#!We found that all (20/20) students performed CPR with confidence and without hesitation on the manikin. The practical examination performance (marks) was categorized as excellent (7/20), good (8/20), average (3/20), and poor (2/20). The pass percentage after skill training was increased by 25% as compared with conventional teaching practice. The majority of the students (17/20) mentioned that skill is better learned by doing than by observing others\' performance or watching videos. A few students (6/20) said skills are better learned by observing the real disease state. They mentioned that skill lab is the better choice for learning major skills such as catheterization, opening vein, auscultation of heart sounds, and endotracheal intubation.!##!Conclusion!#!Students are confident and showed better exam performance after basic clinical skills training in the lab. They perceived skill lab training as a better teaching method for the preclinical students.']",['eng'],,
M28287669,"['Work-Life Balance: Slow Down, Move, and Think.']",,['eng'],"['Female', 'Humans', 'Quality of Life', 'Work-Life Balance']",
M27900413,['Recommendations of the German Association of Anesthesiology and Intensive Care Medicine (DGAI) on structured patient handover in the perioperative setting : The SBAR concept.'],"['Teamwork in the operating room and in the intensive care unit necessitates clear and precise communication; however, interruptions in communication frequently occur, especially in the perioperative phase. Patients are particularly susceptible to deficits in communication, e.g. due to higher stress peaks, simultaneous admission of several patients and concomitant treatment of emergency cases. The German Society of Anesthesiology and Intensive Care Medicine (DGAI) therefore recommends the implementation of the so-called SBAR concept (S situation, B background, A assessment, R recommendation) for standardization of patient handover. This concept was originally developed for high-risk areas and organizations with the aim of guaranteeing a\xa0rapid, effective and consistent transfer of information.']",['eng'],"['Communication', 'Continuity of Patient Care/standards', 'Critical Care/standards', 'Humans', 'Interdisciplinary Communication', 'Interprofessional Relations', 'Operating Rooms/organization & administration', 'Patient Care Team', 'Patient Handoff/organization & administration', 'Patient Handoff/standards', 'Perioperative Care/standards']",
M27966387,['Latency to vaginal mesh exposure with mesh placed abdominally versus vaginally in pelvic floor surgery: A retrospective comparative study'],"['The primary aim was to compare the difference in time to mesh exposure between mesh placed abdominally versus vaginally. This is a retrospective comparative study of patients presented with vaginal mesh exposure between January 2001 and July 2012. This study compares patients who had undergone vaginally placed mesh procedures to those who had had abdominally placed mesh. Kaplan-Meier survival analysis was used to measure the time to mesh exposure. There were 68 patients with mesh exposure in our cohort. Thirty eight patients had undergone vaginal placement of mesh and 30 patients had abdominal mesh. There was a statistically significant difference in time to mesh exposure between abdominal and vaginal meshes (p≤.0001). Mean time to vaginal mesh exposure with abdominal mesh was 59.8 months (95%CI 46.2-73.3) compared to 23 months (95%CI 15.9-30.2) for vaginal mesh. When controlling for age, BMI and surgeon at index surgery, the Hazard Ratio for mesh exposure in our Cox Regression model was 0.53 (95%CI 0.39-0.71) (p\u2009≤.0001). The mean time to vaginal mesh exposure after abdominal mesh was longer compared to the time to exposure with vaginally placed mesh (60 versus 23 months, p\u2009≤.0001). These results support the evolving evidence that mesh exposures can occur many years distant from the procedure and warrant some level of surveillance or provision of warning signs by the providers who perform procedures with mesh.']",['eng'],"['Abdomen/surgery', 'Aged', 'Female', 'Humans', 'Middle Aged', 'Pelvic Floor Disorders/surgery', 'Pelvic Organ Prolapse/surgery', 'Retrospective Studies', 'Suburethral Slings/adverse effects', 'Surgical Mesh/adverse effects', 'Urinary Incontinence/surgery', 'Vagina/surgery']",
M28257585,['Increased Response to Altered Auditory Feedback in Dyslexia: A Weaker Sensorimotor Magnet Implied in the Phonological Deficit.'],"['Purpose!#!The purpose of this study was to examine whether developmental dyslexia (DD) is characterized by deficiencies in speech sensory and motor feedforward and feedback mechanisms, which are involved in the modulation of phonological representations.!##!Method!#!A total of 42 adult native speakers of Dutch (22 adults with DD; 20 participants who were typically reading controls) were asked to produce /bep/ while the first formant (F1) of the /e/ was not altered (baseline), increased (ramp), held at maximal perturbation (hold), and not altered again (after-effect). The F1 of the produced utterance was measured for each trial and used for statistical analyses. The measured F1s produced during each phase were entered in a linear mixed-effects model.!##!Results!#!Participants with DD adapted more strongly during the ramp phase and returned to baseline to a lesser extent when feedback was back to normal (after-effect phase) when compared with the typically reading group. In this study, a faster deviation from baseline during the ramp phase, a stronger adaptation response during the hold phase, and a slower return to baseline during the after-effect phase were associated with poorer reading and phonological abilities.!##!Conclusion!#!The data of the current study are consistent with the notion that the phonological deficit in DD is associated with a weaker sensorimotor magnet for phonological representations.']",['eng'],"['Adaptation, Psychological', 'Dyslexia/psychology', 'Feedback, Sensory', 'Female', 'Humans', 'Language Tests', 'Linear Models', 'Male', 'Phonetics', 'Psychophysics', 'Speech', 'Speech Perception', 'Young Adult']",
M28257586,['Late Talkers: A Population-Based Study of Risk Factors and School Readiness Consequences.'],"[""Purpose!#!This study was designed to (a) identify sociodemographic, pregnancy and birth, family health, and parenting and child care risk factors for being a late talker at 24 months of age; (b) determine whether late talkers continue to have low vocabulary at 48 months; and (c) investigate whether being a late talker plays a unique role in children's school readiness at 60 months.!##!Method!#!We analyzed data from the Early Childhood Longitudinal Study, a population-based sample of 9,600 children. Data were gathered when the children were 9, 24, 48, and 60 months old.!##!Results!#!The risk of being a late talker at 24 months was significantly associated with being a boy, lower socioeconomic status, being a nonsingleton, older maternal age at birth, moderately low birth weight, lower quality parenting, receipt of day care for less than 10 hr/week, and attention problems. Being a late talker increased children's risk of having low vocabulary at 48 months and low school readiness at 60 months. Family socioeconomic status had the largest and most profound effect on children's school readiness.!##!Conclusions!#!Limited vocabulary knowledge at 24 and 48 months is uniquely predictive of later school readiness. Young children with low vocabularies require additional supports prior to school entry.""]",['eng'],,
M28260845,['Optimality for set-valued optimization in the sense of vector and set criteria.'],"['The vector criterion and set criterion are two defining approaches of solutions for the set-valued optimization problems. In this paper, the optimality conditions of both criteria of solutions are established for the set-valued optimization problems. By using Studniarski derivatives, the necessary and sufficient optimality conditions are derived in the sense of vector and set optimization.']",['eng'],,
M27214461,['OC46 - NIDCAP at hospital São João - the journey.'],['Theme: Complex health care and chronic disease management. '],['eng'],"['Boston', 'Certification/methods', 'Certification/organization & administration', 'Growth and Development', 'Humans', 'Infant, Newborn', 'Infant, Premature', 'Intensive Care, Neonatal/methods', 'Portugal', 'Travel']",
M28094124,['Quality control in QuantiFERON-TB gold in-tube for screening latent tuberculosis infection in health care workers.'],"['QuantiFERON-TB gold in-tube has been used for screening latent tuberculosis infection in newly employed health care workers in Japan. There have been a few studies concerning quality control. We retrospectively analysed QuantiFERON-TB gold in-tube results in a hospital in Japan. Interferon-γ values in three blood collection tubes for QuantiFERON-TB gold in-tube were analysed in association with the positivity rate. The data set consisted of health care workers aged 20-29 years during the 7 years between 2010 and 2016. The yearly QuantiFERON-TB gold in-tube positivity rate was 0.9%, 16.4%, 3.0%, 39.3%, 2.8%, 0.9% and 1.5%, and was extremely high in 2011 and 2013. The interferon-γ values in the tuberculosis antigen tube were elevated in these two years, as indicated by higher median and wider interquartile range. The interferon-γ value in the negative control tube was also higher in 2011. The higher interferon-γ values in collection tubes (tuberculosis antigen tube and/or negative control tube) resulted in higher QuantiFERON-TB gold in-tube positivity rate. The distribution of interferon-γ in tuberculosis antigen tube and negative control tube, as evaluated by median and interquartile range, proved to be an effective index for the quality control of QuantiFERON-TB gold in-tube.']",['eng'],"['Adult', 'Gold', 'Health Personnel', 'Humans', 'Interferon-gamma/metabolism', 'Interferon-gamma Release Tests/methods', 'Japan', 'Latent Tuberculosis/diagnosis', 'Latent Tuberculosis/metabolism', 'Latent Tuberculosis/microbiology', 'Mass Screening/methods', 'Quality Control', 'Retrospective Studies', 'Tuberculin Test/methods', 'Young Adult']","['Gold (7440-57-5)', 'Interferon-gamma (82115-62-6)']"
M28212193,['The Elusive Pursuit of Work-Life Balance.'],,['eng'],"['Forensic Nursing', 'Humans', 'Nurses', 'Self Care', 'Work-Life Balance']",
M28292539,['Prevention of Infection in Orthopedic Prosthetic Surgery.'],"['Total joint arthroplasty is a generally safe orthopedic procedure; however, infection is a potentially devastating complication. Multiple risk factors have been identified for development of prosthetic joint infections. Identification of patients at risk and preoperative correction of known risk factors, such as smoking, diabetes mellitus, anemia, malnutrition, and decolonization of Staphylococcus carriers, represent well-established actions to decrease the infection risk. Careful operative technique, proper draping and skin preparation, and appropriate selection and dosing of antimicrobials for perioperative prophylaxis are also very important in prevention of infection.']",['eng'],,
M28292611,['ASRM standard embryo transfer protocol template: a committee opinion.'],['Standardization improves performance and safety. A template for standardizing the embryo transfer procedure is presented here with 12 basic steps supported by published scientific literature and a survey of common practice of SART programs; it can be used by ART practices to model their own standard protocol.'],['eng'],"['Advisory Committees/standards', 'Embryo Transfer/adverse effects', 'Embryo Transfer/methods', 'Embryo Transfer/standards', 'Female', 'Fertility', 'Fertilization in Vitro', 'Humans', 'Infertility/diagnosis', 'Infertility/physiopathology', 'Infertility/therapy', 'Live Birth', ""Practice Patterns, Physicians'/standards"", 'Pregnancy', 'Pregnancy Rate', 'Risk Factors', 'Treatment Outcome']",
M28293561,['Welcome to the world of mHealth!'],,['eng'],,
M28293562,['Panoramic review of mobile healthcare industry in 2014 (I): earthshaking moves.'],,['eng'],,
M28293563,['Panoramic review of Mobile Healthcare Industry in 2014 (III): moves by industry heavyweights.'],,['eng'],,
M28293564,['Failed cases of mobile healthcare apps: why Kanchufang has failed.'],,['eng'],,
M28293566,['Panoramic review of mobile healthcare industry in 2014 (II): fight for bigger market share.'],,['eng'],,
M28293568,['Failed cases of mobile healthcare apps: why QPG health is doomed to fail?'],,['eng'],,
M28293569,"['Financing, evaluation and mHealth initiatives for children-Can everyone be Captain Kirk?']",,['eng'],,
M28293573,"['Health Attitude: clear thinking about US healthcare, present conditions, and future possibilities.']",,['eng'],,
M28293574,['mHealth: a pathway to the intelligent hospital.'],,['eng'],,
M28293575,['Robots as companions: are we ready?'],,['eng'],,
M28293576,"[""Wachter's Digital Doctor explores the dark side of health IT.""]",,['eng'],,
M28293582,['Mr. Shapiro: challenges and opportunities for digital health start-ups.'],,['eng'],,
M28293585,['Global harnessing of advanced mHealth for community mobilization.'],,['eng'],,
M28293587,"[""The nation's 3.4 million registered nurses-a force for health.""]",,['eng'],,
M28293598,['Mr. Yugi: mobile health with large potential in South Sudan.'],,['eng'],,
M28293609,['mHealth: an avenue for promoting health among sexual and gender minority populations?'],,['eng'],,
M28293615,['Beyond acceptability and feasibility: moving mHealth into impact.'],,['eng'],,
M28293618,['The role of mHealth in mental health.'],,['eng'],,
M26795215,['Delir und Delirmanagement bei kritisch kranken Patienten.'],"['Delirium in critically ill patients is a common entity in the intensive care unit (ICU) and is an expression of the cerebral organ dysfunction of the patient. The hallmark signs are disturbed consciousness and cognition in combination with inattentiveness and alterations in perception, which are manifested within a time interval of hours to days during treatment on the ICU. Delirium has been shown to have negative effects on patient short-term and long-term outcome parameters and increases morbidity and mortality. Despite its significance in many cases delirium remains inadequately diagnosed during routine treatment by ICU personnel. There are two validated and easily applicable scales for the standardized diagnosis of delirium: the confusion assessment method for the ICU (CAM-ICU) and the intensive care delirium screening checklist (ICDSC). These are simple to apply by medical as well as non-medical personnel. The therapy of delirium is mostly determined by non-pharmacological measures aiming at early identification, reorientation and mobilization of the patient, improving cerebral activity and establishing adequate wake-sleep cycles. There is only sparse evidence for pharmacological treatment of delirium; however, the choice of sedative agent has a proven effect on the incidence and duration of delirium in the ICU. ']",['ger'],"['Checklist', 'Combined Modality Therapy', 'Critical Care/methods', 'Delirium/diagnosis', 'Delirium/etiology', 'Delirium/mortality', 'Delirium/therapy', 'Dexmedetomidine/therapeutic use', 'Early Ambulation/methods', 'Evidence-Based Medicine', 'Haloperidol/therapeutic use', 'Humans', 'Hypnotics and Sedatives/therapeutic use', 'Orientation', 'Prognosis', 'Survival Rate', 'Treatment Outcome']","['Hypnotics and Sedatives', 'Dexmedetomidine (67VB76HONO)', 'Haloperidol (J6292F8L3D)']"
M27336972,['Glucose Testing in the ICU.'],,['eng'],"['Blood Glucose/analysis', 'Critical Care/methods', 'Data Accuracy', 'Environmental Monitoring/instrumentation', 'Equipment Failure', 'Humans', 'Reproducibility of Results', 'United States']",['Blood Glucose']
M27902812,['Mesh-Is Less More?'],,['eng'],"['Prostheses and Implants', 'Surgical Mesh']",
M27917387,['Introduction to focused issue on mHealth and social media interventions for cancer.'],,['eng'],,
M28168642,['Effectiveness and safety of unilateral pedicle screw fixation in transforaminal lumbar interbody fusion (TLIF): a systematic review and meta-analysis.'],"['Purpose!#!To evaluate the effectiveness and safety of unilateral pedicle screw fixation in transforaminal lumbar interbody fusion (TLIF) by comparing with bilateral pedicle screw fixation.!##!Materials and methods!#!PubMed, EMBASE, and the Cochrane Central Register of Controlled Trial database were used to search and identify clinical prospective trials that evaluated the efficacy and safety of unilateral fixation as compared with bilateral fixation in TLIF surgery. The methodological qualities of studies were assessed using the PEDro (Physiotherapy Evidence Database) score and Newcastle-Ottawa Scale.!##!Results!#!Fourteen prospective studies comprising 954 participants were analyzed. Data synthesis show lower fusion rate (P\u2009=\u20090.03) and more cage migration (P\u2009=\u20090.04) in unilateral group compared to bilateral group. There was no significant difference in visual analog scale (VAS), Oswestry Disability Index (ODI), the Short Form 36 Health Survey (SF-36) physical component score (PCS), and length of hospital stay between unilateral and bilateral groups. The unilateral group had shorter operative time (P\u2009<\u20090.00001) and less blood loss (P\u2009=\u20090.0007).!##!Conclusions!#!Based on this systematic review and meta-analysis, the unilateral fixation in TLIF may achieve a similar clinical outcome and reduce blood loss and operative time when compared with that in bilateral fixation. However, the unilateral fixation may produce lower fusion rate and more cage migration than bilateral fixation in TLIF.']",['eng'],"['Blood Loss, Surgical', 'Humans', 'Intervertebral Disc Degeneration/surgery', 'Length of Stay', 'Lumbar Vertebrae/surgery', 'Operative Time', 'Pain Measurement', 'Pedicle Screws', 'Prospective Studies', 'Spinal Fusion/methods', 'Treatment Outcome', 'Visual Analog Scale']",
M28296673,['Moving the Advance Care Planning Needle With Community Health Workers.'],,['eng'],"['Advance Care Planning', 'Advance Directives', 'Community Health Workers', 'Health Planning', 'Humans']",
M28298455,['Evaluation of QuantiFERON-TB Gold-Plus in Health Care Workers in a Low-Incidence Setting.'],"['Although launched in 2015, little is known about the accuracy of QuantiFERON-TB Gold-Plus (QFT-Plus) for diagnosis of latent ']",['eng'],,
M28299430,['Alternative Quantiferon cytokines for diagnosis of children with active tuberculosis and HIV co-infection in Ghana.'],['IFN-γ release assays (IGRAs) often present false-negative or indeterminate results in children with tuberculosis. HIV co-infection may contribute to decreased sensitivity of IGRAs by impairing T-cell IFN-γ expression. Measurement of alternative cytokines in QuantiFERON'],['eng'],,
M28299989,,,['ger'],,
M28300225,['Mobile health for stroke: a promising concept for research and practice.'],,['eng'],,
M28300227,"['A technology ecosystem for chronic pain: promises, challenges, and future research.']",,['eng'],,
M16617948,['SBAR: a shared mental model for improving communication between clinicians.'],"['Background!#!The importance of sharing a common mental model in communication prompted efforts to spread the use of the SBAR (Situation, Background, Assessment, and Recommendation) tool at OSF St. Joseph Medical Center, Bloomington, Illinois.!##!Case study!#!An elderly patient was on warfarin sodium (Coumadin) 2.5 mg daily. The nurse received a call from the lab regarding an elevated international normalized ratio (INR) but did not write down the results (she was providing care to another patient). On the basis of the previous lab cumulative summary, the physician increased the warfarin dose for the patient; a dangerously high INR resulted.!##!Actions taken!#!The medical center initiated a collaborative to implement the use of the SBAR communication tool. Education was incorporated into team resource management training and general orientation. Tools included SBAR pocket cards for clinicians and laminated SBAR ""cheat sheets"" posted at each phone. SBAR became the communication methodology from leadership to the microsystem in all forms of reporting.!##!Discussion!#!Staff adapted quickly to the use of SBAR, although hesitancy was noted in providing the ""recommendation"" to physicians. Medical staff were encouraged to listen for the SBAR components and encourage staff to share their recommendation if not initially provided.']",['eng'],"['Hospitals, Community', 'Humans', 'Illinois', 'Interdisciplinary Communication', 'Medical Staff, Hospital', 'Medication Errors/prevention & control', 'Organizational Case Studies', 'Organizational Objectives', 'Safety Management/organization & administration']",
