DBRECORDID,TITLE,ABSTRACT,LANGUAGE,MESH,CHEM
M10784455,['Dementia in the twenty-first century.'],,['eng'],"['Aged', 'Dementia/diagnosis', 'Dementia/epidemiology', 'Dementia/therapy', 'Forecasting', 'Humans', 'Patient Care/trends', 'United States/epidemiology']",
M10787696,['Organ donation.'],,['eng'],"['Humans', 'Policy Making', 'Tissue Donors/legislation & jurisprudence', 'United States']",
M10809059,"['Synthesis and ESR studies of redox reactivity of bis (3,5-di-tert-butyl-1,2-benzoquinone-2-monooximato)Cu(II).']","['Complexing of 3,5-di-tert-butyl-1,2-benzoquinone-2-monooxime with Cu(II) in air and under N2 gave Cu(qo)2 and Cu(qo)2 x H2O (where qo is 3,5-di-tert-butyl-1,2-benzoquinone-2-monooximato-anion) complexes, respectively. The ESR spectroscopy showed that the reduction of these complexes with P(PhX)3 (X = H, m-Cl, m-CH3, p-Et2N-) and 1,4-bis(diphenyldiphosphino) butane (dppb) proceeds via the radical formation (phenoxazine, amino phenoxy and nitrene type radical intermediates) and pathways of reduction depend on the structure of these complexes. The reaction of Cu(qo), with dppb and P(PhX)3 phosphines gave essentially identical ESR spectra. At the same time, reduction of Cu(qo)2 x H2O with PPh3 result in entirely different unstable radical spectrum (g = 2.0046) which is further converted to another relatively stable Cu-containing radical signal (g = 2.0052). The unstable radical species attributed to nitrene type radicals. The initial complexes and all radical products were characterized by their ESR and optical spectra.']",['eng'],"['Benzoquinones/chemical synthesis', 'Benzoquinones/chemistry', 'Copper/chemistry', 'Electron Spin Resonance Spectroscopy/methods', 'Organometallic Compounds/chemistry', 'Oxidation-Reduction', 'Oximes/chemical synthesis', 'Oximes/chemistry', 'Water/chemistry']","['Benzoquinones', 'Organometallic Compounds', 'Oximes', 'bis(3,5-di-tert-1,2-benzoquinone-2-monooximato)copper(II)', 'Water (059QF0KO0R)', 'Copper (789U1901C5)']"
M10810669,['Die HNO marschiert nach vorn.'],,['ger'],,
M10813138,['EMG of the external anal sphincter: needle is superior to surface electrode.'],,['eng'],"['Anal Canal/physiopathology', 'Constipation/physiopathology', 'Defecation/physiology', 'Defecography', 'Electrodes', 'Electrodes, Implanted', 'Electromyography/instrumentation', 'Electromyography/methods', 'Fecal Incontinence/physiopathology', 'Humans', 'Muscle Contraction/physiology']",
M10826895,['Clinical aspects of nephropathia epidemica (Puumala virus infection) in Europe: a review.'],"['Nephropathia epidemica (NE) is a prevalent zoonosis throughout Europe and is caused by the Puumala type of hantavirus. The incidence of NE varies in a cyclic fashion, with peaks occurring every 3rd to 4th year, coinciding with peaks in vole populations. The clinical course of NE is generally milder than haemorrhagic fever with renal syndrome caused by hantaviruses in other parts of the world. Typically, NE has a sudden onset with fever, headache, backpain and gastrointestinal symptoms. However, severe complications, e.g. gastrointestinal haemorrhage, occur and fatal cases have been reported. Renal involvement is prominent and manifests as initial oliguria and later as marked polyuria. Tests of renal function show pronounced glomerular and tubular involvement. Vaccine against Puumala virus infection as well as specific treatment for NE are still lacking.']",['eng'],"['Animals', 'Arvicolinae', 'Back Pain/pathology', 'Diagnosis, Differential', 'Europe/epidemiology', 'Fever/pathology', 'Gastrointestinal Hemorrhage/etiology', 'Hantavirus Infections/complications', 'Hantavirus Infections/diagnosis', 'Hantavirus Infections/epidemiology', 'Headache/pathology', 'Humans', 'Kidney Diseases/complications', 'Kidney Diseases/diagnosis', 'Kidney Diseases/physiopathology', 'Kidney Glomerulus/physiopathology', 'Kidney Tubules/physiopathology', 'Nausea/pathology', 'Oliguria/physiopathology', 'Polyuria/physiopathology', 'Prognosis', 'Vomiting/pathology', 'Zoonoses']",
M10827585,['MEDLINE revisited.'],,['eng'],"['Computer User Training', 'Grateful Med/organization & administration', 'Humans', 'Internet/organization & administration', 'MEDLINE/organization & administration']",
M10829155,['Converting from oral morphine to subcutaneous diamorphine.'],,['eng'],"['Administration, Oral', 'Analgesics, Opioid/administration & dosage', 'Heroin/administration & dosage', 'Humans', 'Injections, Subcutaneous', 'Morphine/administration & dosage', 'Neoplasms/nursing', 'Palliative Care/methods']","['Analgesics, Opioid', 'Heroin (70D95007SX)', 'Morphine (76I7G6D29C)']"
M10831674,['Radiology 2000: reviewing for radiology'],,['eng'],,
M10834907,['Triage'],,['eng'],,
M10839097,['Vom Umgang mit Erschöpfung in der Pflege Dementer.'],,['ger'],"['Adult', 'Aged', 'Alzheimer Disease/nursing', 'Alzheimer Disease/psychology', 'Burnout, Professional/etiology', 'Burnout, Professional/prevention & control', 'Burnout, Professional/psychology', 'Female', 'Geriatric Nursing', 'Humans', 'Middle Aged', 'Nursing Staff/psychology', 'Psychiatric Nursing']",
M10839111,['Zur Situierung und Bedeutung von Pflegetheorien in der Pflegewissenschaft.'],,['ger'],"['Forecasting', 'Germany', 'Humans', 'Nursing/trends', 'Nursing Theory', 'Philosophy, Nursing', 'Science', 'United States']",
M10839840,['Eliminating triage a very bad idea'],,['eng'],,
M10841728,['Journal publishing. Harvard researcher named NEJM editor.'],,['eng'],"['Commerce', 'Conflict of Interest', 'Massachusetts', 'Periodicals as Topic', 'Publishing', 'Societies, Medical']",
M10845960,['FDA censures NEJM editor'],,['eng'],,
M10848013,['Telemedicine helps with Hurricane Floyd disaster relief.'],,['eng'],"['Disasters', 'Humans', 'North Carolina', 'Relief Work', 'Telemedicine/methods']",
M10860430,['Pseudomonas aeruginosa som årsag til meningitis hos en patient med epiduralkateter.'],"['A case of epidural infection following epidural catheterization is presented. The clinical signs initially were backpain and a small swelling at the site of insertion. Treatment with dicloxacillin was begun, presuming a Staphylococcus-infection. The symptoms persisted. Weeks later the patient developed meningitis and Pseudomonas aeruginosa was cultivated. Antibiotic treatment was changed to ceftazidime, netilmycin and ciprofloxacin. Complete recovery followed.']",['dan'],"['Adult', 'Analgesia, Epidural/adverse effects', 'Analgesia, Epidural/instrumentation', 'Diagnosis, Differential', 'Epidural Abscess/diagnosis', 'Epidural Abscess/drug therapy', 'Epidural Abscess/etiology', 'Epidural Abscess/microbiology', 'Humans', 'Magnetic Resonance Imaging', 'Male', 'Meningitis, Bacterial/diagnosis', 'Meningitis, Bacterial/drug therapy', 'Meningitis, Bacterial/etiology', 'Meningitis, Bacterial/microbiology', 'Pseudomonas Infections/diagnosis', 'Pseudomonas Infections/drug therapy', 'Pseudomonas Infections/etiology']",
M10865658,['Myths & facts ... about patient massage.'],,['eng'],"['Humans', 'Massage/methods', 'Massage/nursing', 'Massage/psychology']",
M10866174,['Jumping the gun on mouse gene expression.'],,['eng'],"['Animals', 'Blastocyst/cytology', 'Cadherins/genetics', 'Gene Expression', 'Genes, mos', 'Mice', 'Oocytes/metabolism', 'Oogenesis', 'RNA, Double-Stranded']","['Cadherins', 'RNA, Double-Stranded']"
M10868257,['Patient safety and clinical engineering.'],,['eng'],"['Biomedical Engineering', 'Equipment Safety', 'Humans', 'Medical Errors', 'Patient Care', 'Safety', 'Safety Management']",
M10876368,['MedBytes.'],,['eng'],"['Humans', 'Internet', 'MEDLINE']",
M10877621,"['Physiotherapy, muscle conditioning, and aerobics were effective for chronic low back pain.']",,['eng'],"['Chronic Disease', 'Exercise Therapy', 'Humans', 'Low Back Pain/therapy']",
M10882103,['MEX-5 and MEX-6 function to establish soma/germline asymmetry in early C. elegans embryos.'],"['An asymmetrical network of cortically localized PAR proteins forms shortly after fertilization of the C. elegans egg. This network is required for subsequent asymmetries in the expression patterns of several proteins that are encoded by nonlocalized, maternally expressed mRNAs. We provide evidence that two nearly identical genes, mex-5 and mex-6, link PAR asymmetry to those subsequent protein asymmetries. MEX-5 is a novel, cytoplasmic protein that is localized through PAR activities to the anterior pole of the 1-cell stage embryo. MEX-5 localization is reciprocal to that of a group of posterior-localized proteins called germline proteins. Ectopic expression of MEX-5 is sufficient to inhibit the expression of germline proteins, suggesting that MEX-5 functions to inhibit anterior expression of the germline proteins.']",['eng'],"['Amino Acid Sequence', 'Animals', 'Body Patterning', 'Caenorhabditis elegans/embryology', 'Caenorhabditis elegans Proteins', 'Cell Polarity', 'Germ Cells', 'Helminth Proteins/genetics', 'Helminth Proteins/isolation & purification', 'Models, Biological', 'Molecular Sequence Data', 'Sequence Homology, Amino Acid', 'Tissue Distribution']","['Caenorhabditis elegans Proteins', 'Helminth Proteins', 'MEX-5 protein, C elegans', 'MEX-6 protein, C elegans']"
M10883198,['[The gift of breast feeding--the practice of breast feeding in Israel].'],"['Breast milk is the optimal food for infant growth and development, the prevention of infectious diseases and mother-child bonding. From the economic perspective, breastfeeding is cost-effective both for the family and society as a whole. The Israeli Ministry of Health encourages breastfeeding as the exclusive source of nutrition for infants in the first 4-6 months of life, with gradual addition of complementary foods thereafter. The promotion of breastfeeding in Israel requires comprehensive national activity with involvement of all the stakeholders. This includes implementation of the International Code of Marketing of Breast Milk Substitutes and joining the international ""Baby Friendly Hospitals"" project. Knowledge of breastfeeding should be spread, health professionals should be encouraged to become agents of change, support by breast counselors should be encouraged, post-delivery vacations from work should be prolonged and empowerment of women implemented.']",['heb'],"['Breast Feeding', 'Female', 'Health Knowledge, Attitudes, Practice', 'Health Policy', 'Humans', 'Infant', 'Infant, Newborn', 'Mothers/education']",
M10883356,['Sterbehilfe--Sterbebegleitung.'],,['ger'],,
M10891851,['Trauma news today.'],,['eng'],,
M10911537,['Cosleeping et mort subite du nourrisson.'],"['Bedsharing has recently become a controversial subject. Some authors, mainly from North America, assign to bedsharing a positive effect on the efficacy and duration of breast-feeding. Moreover, it would protect against sudden infant death syndrome (SIDS). Conversely, other studies consider bedsharing as an additional risk factor for SIDS. From the literature data, there is some evidence for an increased risk of SIDS when bedsharing is associated with maternal smoking and alcohol consumption. Bedsharing cannot be recommended as an absolutely safe practice. Breast-feeding mothers should be aware of these potential hazards.']",['fre'],"['Adult', 'Beds', 'Breast Feeding', 'Cultural Characteristics', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Life Style', 'Posture', 'Risk Factors', 'Sleep', 'Sudden Infant Death/etiology']",
M10913866,"['ITS1 region of the nuclear ribosomal DNA of the mycoparasite Pythium periplocum, its taxonomy, and its comparison with related species.']","['Pythium periplocum Drechsler was isolated from some soil samples taken in the botanical garden of Tenerife, Canary Islands. This fungus has been found to be an aggressive mycoparasite of Botrytis cinerea. It is unique amongst the members of the genus Pythium because of the character combination of inflated filamentous type of sporangia and ornamented oogonia. The taxonomic description of this fungus and its comparison with related species, together with the polymerase chain reaction of the internal transcribed spacer of its nuclear ribosomal DNA, are discussed in this article.']",['eng'],"['Base Sequence', 'DNA, Ribosomal/analysis', 'DNA, Ribosomal/genetics', 'Molecular Sequence Data', 'Polymerase Chain Reaction', 'Pythium/classification', 'Pythium/genetics', 'Pythium/growth & development', 'Pythium/isolation & purification', 'Sequence Analysis, DNA', 'Soil Microbiology']","['DNA, Ribosomal']"
M10918781,['Epistaxis: a review.'],"['Epistaxis, being the commonest ear, nose and throat (ENT) emergency requiring hospital admission, is clearly an important condition--not only to the specialist but also to any general practitioner. This short review looks at the aetiology, associated clinical considerations (especially those of hypertension and hypoxaemia) and evolution of its management. Herein is also suggested a methodical and systematic approach to treating the disorder, both at the level of the accident and emergency department and at that of in-patient care. The patient with epistaxis of a refractory nature is included, too--along with a selection of the options available for treatment.']",['eng'],"['Cautery', 'Epistaxis/complications', 'Epistaxis/etiology', 'Epistaxis/therapy', 'Humans', 'Hypertension/complications', 'Hypoxia/etiology', 'Secondary Prevention']",
M10928613,['Literature retrieval on the world wide web.'],,['eng'],"['Humans', 'Internet', 'MEDLINE']",
M10937360,"['Good design practice for medical devices and equipment, Part II: Design for validation.']","['Medical devices and their associated process equipment must be reliable and fit for purpose. In light of the recent changes to the medical device regulations, manufacturers must now take an integrated approach to design, development and validation. Good design practice encourages this integrated approach while ensuring fitness for purpose within commercial reality. A review of current literature related to good design practice carried out in Part I of this paper showed that there is inadequate guidance regarding the integration of validation with design. This paper proposes a practical approach to design for validation aimed at making devices easier and more economic to validate. The approach comes in the form of a model of design for validation that illustrates the basic relationship between design, development and validation and a series of design tactics that were formulated in order to help designers take a more proactive approach to validation during design.']",['eng'],"['Biomedical Engineering', 'Equipment Design/standards', 'Humans', 'Models, Theoretical', 'Risk Assessment']",
M10943088,['Organ donation.'],,['eng'],"['Brain Death', 'Humans', 'Organ Transplantation/methods', 'Tissue Donors']",
M10947037,['Bibliography of recent literature in sleep research.'],,['eng'],"['Research', 'Sleep']",
M10959273,['[Long life and quality of life].'],,['heb'],"['Aged', 'Humans', 'Longevity', 'Quality of Life']",
M10960268,['The Heart Failure Journal Club: a review of publications on heart failure in Heart.'],,['eng'],['Cardiovascular Diseases'],
M10962794,['Aromatherapy: a systematic review.'],"['Aromatherapy is becoming increasingly popular; however there are few clear indications for its use. To systematically review the literature on aromatherapy in order to discover whether any clinical indication may be recommended for its use, computerised literature searches were performed to retrieve all randomised controlled trials of aromatherapy from the following databases: MEDLINE, EMBASE, British Nursing Index, CISCOM, and AMED. The methodological quality of the trials was assessed using the Jadad score. All trials were evaluated independently by both authors and data were extracted in a pre-defined, standardised fashion. Twelve trials were located: six of them had no independent replication; six related to the relaxing effects of aromatherapy combined with massage. These studies suggest that aromatherapy massage has a mild, transient anxiolytic effect. Based on a critical assessment of the six studies relating to relaxation, the effects of aromatherapy are probably not strong enough for it to be considered for the treatment of anxiety. The hypothesis that it is effective for any other indication is not supported by the findings of rigorous clinical trials.']",['eng'],"['Anxiety/therapy', 'Aromatherapy/methods', 'Clinical Trials as Topic', 'Humans', 'Massage/methods', 'Oils, Volatile/therapeutic use', 'Treatment Outcome']","['Oils, Volatile']"
M10969125,"['Unsafe sleep practices and an analysis of bedsharing among infants dying suddenly and unexpectedly: results of a four-year, population-based, death-scene investigation study of sudden infant death syndrome and related deaths.']","[""Background!#!Prone sleep and unsafe sleep surfaces increase the risk of sudden infant death. Recent epidemiologic studies also suggest that when an infant's head or face is covered by bedding, or when a sleep surface is shared with others, the risk of dying increases. The inference of a causal role for these risk factors is supported by physiologic studies and by the consistent finding that fewer infants die when risk factors are reduced. The prevalence of most of these risk factors in infant deaths in the United States is uncertain.!##!Objective!#!To describe the prevalence of several important risk factors related to sleep practices among a defined population of infants dying suddenly and unexpectedly.!##!Methods!#!In this population-based study, we retrospectively reviewed death-scene information and medical examiners' investigations of deaths in the city of St Louis and St Louis County between January 1, 1994 and December 31, 1997. Because of the potential for diagnostic overlap, all deaths involving infants <2 years old with the diagnoses of sudden infant death syndrome (SIDS), accidental suffocation, or cause undetermined were included.!##!Results!#!The deaths of 119 infants were studied. Their mean age was 109.3 days (range: 6-350). The diagnoses were SIDS in 88 deaths, accidental suffocation in 16, and undetermined in 15. Infants were found prone in 61.1% of cases and were found on a sleep surface not designed for infants in 75.9%. The head or face was covered by bedding in 29.4%. A shared sleep surface was the site of death in 47.1%. Only 8.4% of deaths involved infants found nonprone and alone, with head and face uncovered.!##!Conclusions!#!Using detailed death-scene descriptions, we found that similar unsafe sleeping practices occurred in the large majority of cases diagnosed as SIDS, accidental suffocation, and cause undetermined. Considering these diagnoses together may be useful in public health campaigns during a time when there may be diagnostic overlap. Regardless of the diagnosis, recommendations that infants sleep supine on firm sleep surfaces that lessen the risk of entrapment or head covering have the potential to save many lives. Campaigns are needed to heighten awareness of these messages and of the risks of dangerous bedsharing.""]",['eng'],"['Asphyxia/complications', 'Asphyxia Neonatorum/complications', 'Bedding and Linens/adverse effects', 'Humans', 'Infant', 'Infant, Newborn', 'Population Surveillance', 'Prevalence', 'Prone Position', 'Retrospective Studies', 'Risk Factors', 'Sleep', 'Sudden Infant Death/epidemiology', 'Sudden Infant Death/etiology', 'Sudden Infant Death/prevention & control', 'United States/epidemiology']",
M10970171,['Re: The reincarnation of an old question.'],,['eng'],"['MEDLINE', 'Medical Informatics/trends']",
M10973242,['The humane genome project'],,['eng'],,
M10973905,['A distinctive surface for phospholipid assays'],,['eng'],,
M10989817,['Stellungnahme.'],,['ger'],,
M10999686,['Is the appendix graft suitable for routine biliary surgery in children?'],"['Background/purpose!#!The appendix graft (AG) is used widely for urinary tract replacement in children. Biliary tract replacement is less common. The purpose of this retrospective multicentric study was to evaluate the safety of appendix grafting for biliary reconstruction.!##!Methods!#!The files of 33 patients treated at 7 European pediatric centers were reviewed. Indications included choledochal cyst (CC) in 5 cases, biliary trauma (BT) in 1, and biliary atresia (BA) in 27. In CC and BT patients, the graft was inserted isoperistaltically between the proximal biliary duct and second duodenum. In all but one of the BA patients, the graft was placed antiperistaltically by patching its cecal end onto the porta hepatis.!##!Results!#!Postoperatively, all CC and BT patients initially became asymptomatic but developed laboratory evidence of anicteric cholestasis within 1 year. The most common manifestation was increased gamma-glutamyl-transpeptidase level (GGT), whereas histologic findings showed liver damage (mainly fibrosis). Reoperation has been carried out in 4 CC and 1 BT patients within a mean period of 19 months after appendix grafting. The graft procedure was converted to hepaticojejunostomy (HJ) in 4 and to choledocoduodenostomy in 1. Surgical exploration showed kinking in 1 patient and stenosis in 1. In the remaining 3 cases, there was no discernible cause of cholestasis, and appendix histology findings were normal. In all 5 reoperated patients, liver function findings returned to normal within 1 month. Reoperation is scheduled for the remaining CC patient who currently requires ursodesoxycholic medication to maintain normal liver function and presents histologic evidence of ""de novo"" sclerosing cholangitis. Results of appendix grafting also were poor in the 27 BA patients. Procedure-related perioperative complications occurred in 4 (15%) including 1 early death from graft necrosis. Another early death resulted from intestinal hemorrhage. Jaundice cleared in only 8 (28%).!##!Conclusions!#!The findings of this study suggest that the AG is unsuitable for routine biliary repair in children. It should be used only as a salvage technique when conventional HJ repair is contraindicated. Because of the high risk of graft dysfunction, we recommend screening tests to detect biochemical or histologic cholestasis in any patient previously treated with appendix grafting.']",['eng'],"['Adolescent', 'Appendix/transplantation', 'Biliary Atresia/surgery', 'Biliary Tract Diseases/surgery', 'Child, Preschool', 'Choledochal Cyst/surgery', 'Common Bile Duct/injuries', 'Europe/epidemiology', 'Female', 'France/epidemiology', 'Humans', 'Infant', 'Male', 'Postoperative Complications/epidemiology', 'Postoperative Complications/mortality', 'Reconstructive Surgical Procedures/methods', 'Reoperation', 'Treatment Outcome']",
M11003918,['Malaria importada en niños.'],,['spa'],"['Child', 'Humans', 'Malaria/diagnosis', 'Malaria/drug therapy', 'Malaria/epidemiology', 'Spain', 'Travel']",
M11004923,['Das Humangenomprojekt: Medizin im Licht der Evolution.'],,['ger'],"['Animals', 'Biological Evolution', 'Chromosome Mapping', 'Chromosomes, Human, Pair 21/genetics', 'Genetic Diseases, Inborn/diagnosis', 'Genetic Markers', 'Genetic Variation', 'Genetics, Medical', 'Genotype', 'Human Genome Project', 'Humans', 'Mice', 'Mutation', 'Phenotype']",['Genetic Markers']
M11013560,['Gesund bleiben im Arbeitsalltag: Stressoren in der Pflege und wie man sie verhindert.'],,['ger'],"['Burnout, Professional/prevention & control', 'Burnout, Professional/psychology', 'Female', 'Humans', 'Nursing Staff/psychology']",
M11023355,"['Pesticide residues variability and acute dietary risk assessment. Conference proceedings. 1-3 December 1998, York, United Kingdom.']",,['eng'],"['Diet Surveys', 'Food Contamination/analysis', 'Humans', 'Pesticide Residues/poisoning', 'Risk Assessment']",['Pesticide Residues']
M11029195,['Synthesis of a primary metabolite of cannabidiol.'],"['Cannabidiol 1 is the major nonpsychotropic, neutral constituent in most cannabis preparations. It is devoid of the psychoactive properties typical of cannabis; however, it produces numerous, potentially therapeutic pharmacological effects, some of which may be due to its metabolites. We report now the first total synthesis of 7-hydroxycannabidiol 2, a primary metabolite of cannabidiol, in an eight-step procedure.']",['eng'],"['Cannabidiol/chemical synthesis', 'Cannabidiol/chemistry', 'Cannabidiol/metabolism', 'Magnetic Resonance Spectroscopy', 'Molecular Structure']",['Cannabidiol (19GBJ60SN5)']
M11033509,"[""Mise à jour à propos de l'utilisation d'EndNote(R) 4.0 et du Medline PubMed.""]",,['fre'],"['Databases, Bibliographic', 'MEDLINE', 'National Institutes of Health (U.S.)', 'Software', 'United States']",
