DBRECORDID,TITLE,ABSTRACT,LANGUAGE,MESH,CHEM
M14746084,['Der Pflege die Pflege zurückgeben.'],,['ger'],"['Diagnosis-Related Groups', 'Germany', 'Humans', 'Nursing Assessment', 'Nursing Care/standards']",
M14752538,['Buteyko Breathing Technique for asthma: an effective intervention.'],['Aim!#!To assess the impact of the Buteyko Breathing Technique (BBT) on medication use in asthma.!##!Methods!#!A blinded randomised controlled trial comparing BBT with control was conducted in 38 people with asthma aged between 18 and 70. Participants were followed for six months following the intervention. Medication use and indices of ventilatory function were recorded.!##!Results!#!No significant change in FEV1 (forced expiratory volume in one second) was recorded in either group. The BBT group exhibited a reduction in inhaled steroid use of 50% and beta2-agonist use of 85% at six months from baseline. In the control group inhaled steroid use was unchanged and beta2-agonist use was reduced by 37% from baseline. Investigator contact between the two groups was equal. There were no adverse events recorded in either group.!##!Conclusions!#!BBT is a safe and efficacious asthma management technique. BBT has clinical and potential pharmaco-economic benefits that merit further study.'],['eng'],"['Administration, Inhalation', 'Adolescent', 'Adrenergic beta-Agonists/administration & dosage', 'Adult', 'Aged', 'Asthma/drug therapy', 'Asthma/therapy', 'Beclomethasone/administration & dosage', 'Beclomethasone/therapeutic use', 'Combined Modality Therapy', 'Female', 'Forced Expiratory Volume', 'Glucocorticoids/administration & dosage', 'Glucocorticoids/therapeutic use', 'Humans', 'Male', 'Middle Aged', 'Respiratory Therapy', 'Single-Blind Method']","['Adrenergic beta-Agonists', 'Glucocorticoids', 'Beclomethasone (KGZ1SLC28Z)']"
M14752930,['Anwendungsdauer abschwellender Nasentropfen?'],,['ger'],"['Administration, Intranasal', 'Humans', 'Nasal Decongestants/administration & dosage', 'Nasal Decongestants/adverse effects', 'Rhinitis, Allergic, Seasonal/drug therapy']",['Nasal Decongestants']
M14765452,['Frozen shoulder & diabetes. Frozen shoulder affects 20 percent of people with diabetes. Proper treatment can help you work through it.'],,['eng'],"['Bursitis/complications', 'Bursitis/etiology', 'Diabetes Complications', 'Early Diagnosis', 'Humans', 'Physical Therapy Specialty', 'Risk Factors', 'Shoulder Joint/pathology', 'Shoulder Pain/diagnosis', 'Shoulder Pain/etiology', 'Shoulder Pain/rehabilitation', 'United States']",
M14771205,"[""An occupational therapist's approach to the vocational problems of the cerebral palsied.""]",,['eng'],"['Cerebral Palsy', 'Humans', 'Occupational Therapy']",
M14771832,['Fat-soluble vitamins.'],,['eng'],"['Humans', 'Vitamin A', 'Vitamin D', 'Vitamin K', 'Vitamins']","['Vitamins', 'Vitamin A (11103-57-4)', 'Vitamin K (12001-79-5)', 'Vitamin D (1406-16-2)']"
M14772001,"[""Contributo alla conoscenza delle correlazioni intervitaminiche. II. L'influenza delle vitamine liposolubili (A, D2, K, E) sulle quote tessurali di vitamina C.""]",,['und'],"['Ascorbic Acid', 'Humans', 'Vitamin A', 'Vitamin K', 'Vitamins']","['Vitamins', 'Vitamin A (11103-57-4)', 'Vitamin K (12001-79-5)', 'Ascorbic Acid (PQ6CK8PD0R)']"
M14772734,['Failure to inhibit the formation of mammary carcinoma in mice by intermittent fasting.'],,['eng'],"['Animals', 'Breast Neoplasms', 'Carcinoma', 'Fasting', 'Humans', 'Mice']",
M14773052,"[""Action d'extraits de tissus humains sur la tige de Pelargonium.""]",,['und'],"['Humans', 'Pelargonium', 'Plant Stems', 'Tissue Extracts', 'Tissues']",['Tissue Extracts']
M14775356,['MULTIPLE sclerosis.'],,['eng'],"['Humans', 'Multiple Sclerosis', 'Sclerosis']",
M14775720,['De behandeling van rheumatoide arthritis.'],,['und'],"['Arthritis', 'Arthritis, Rheumatoid', 'Humans']",
M14778928,['Medical planning for atomic disaster.'],,['eng'],"['Disasters', 'Humans', 'Isotopes', 'Nuclear Warfare', 'Nuclear Weapons']",['Isotopes']
M14779932,['Managing fatigue.'],,['eng'],"['Fatigue', 'Humans']",
M14781192,['Effect of 17-hydroxy-11-dehydrocorticosterone (compound E) and of ACTH on arthus reaction and antibody formation in the rabbit.'],,['eng'],"['Adrenocorticotropic Hormone', 'Animals', 'Antibody Formation', 'Arthus Reaction', 'Corticosterone', 'Cortisone', 'Rabbits']","['Adrenocorticotropic Hormone (9002-60-2)', '11-dehydrocorticosterone (FO4V44A3G3)', 'Cortisone (V27W9254FZ)', 'Corticosterone (W980KJ009P)']"
M14781380,"[""L'asma bronchiale.""]",,['und'],"['Asthma', 'Humans']",
M14783659,['Prognosis in carcinoma of the breast.'],,['eng'],"['Breast', 'Carcinoma', 'Humans', 'Prognosis']",
M14784114,['Les anévrysmes pariétaux du coeur.'],,['und'],"['Aneurysm', 'Heart', 'Humans', 'Myocardium']",
M14785645,['INDUSTRIAL radiology.'],,['eng'],"['Industry', 'Radiology']",
M14786111,['Multiple sclerosis.'],,['eng'],"['Humans', 'Multiple Sclerosis', 'Sclerosis']",
M14786488,['Sulle leucemie a remissione.'],,['und'],"['Humans', 'Leukemia', 'Neoplasms']",
M14786981,"[""L'éctroencéphalogramme du sommeil chez l'enfant.""]",,['und'],"['Child', 'Electroencephalography', 'Humans', 'Sleep']",
M14787391,['Ueber einen Fall von angeborener Leukämie.'],,['und'],"['Humans', 'Leukemia']",
M14789619,['Beitrag zur Urethanbehandlung der Leukämien.'],,['und'],"['Leukemia', 'Urethane']",['Urethane (3IN71E75Z5)']
M14789686,['Zur Kenntnis der Dysphagia lusoria bei Dextropositio aortae.'],,['und'],"['Aorta', 'Deglutition', 'Humans']",
M14790533,"['Cardiac failure in a ""normal"" heart.']",,['eng'],"['Heart', 'Heart Failure', 'Humans']",
M14790976,['Le coeur myxoedémateux.'],,['und'],"['Anti-Infective Agents, Local', 'Heart', 'Heart Diseases', 'Humans', 'Myxedema']","['Anti-Infective Agents, Local']"
M14791228,"[""A propos de l'hygiène du coeur.""]",,['und'],"['Heart', 'Humans', 'Hygiene', 'Sports']",
M14791893,['Interlobar hydrothorax in cardiac failure.'],,['eng'],"['Heart Failure', 'Humans', 'Hydrothorax']",
M14792091,['INFLUENZA.'],,['eng'],"['Humans', 'Influenza, Human']",
M14792235,['Vascular complications of diabetes mellitus.'],,['eng'],"['Blood Vessels', 'Diabetes Complications', 'Diabetes Mellitus', 'Humans']",
M14792341,['Summer diarrhea in the San Joaquin Valley.'],"['In laboratory, epidemiologic and clinical studies of 85 patients with diarrhea admitted to the General Hospital of Fresno County and the San Joaquin County Hospital during part of the summer of 1949 the following features were noted:1. Cultures were positive for Shigella in about 45 per cent of the cases in the San Joaquin County Hospital and in about 15 per cent of those in the Fresno County Hospital.2. In 80 per cent of cases in which there was gross blood in the stools before the third day of hospitalization, Shigella grew on cultures. No gross blood was noted in 27 per cent of cases in which Shigella was demonstrated.3. The cases in which Shigella was demonstrated did not differ greatly from the others with regard to fever, leukocytosis, or response to therapy.4. Salmonella organisms were not grown on cultures in any case.5. Most of the patients were infants younger than one year of age.6. Poor socio-economic and hygienic conditions characterized the households from which these county hospital patients came.7. Household follow-up studies indicated that there had been one or more instances of diarrhea among household associates of approximately half the hospitalized patients at some time during the month prior to admission.']",['eng'],"['Diarrhea', 'Feces', 'Female', 'Fever', 'Follow-Up Studies', 'Humans', 'Infant', 'Male', 'Seasons', 'Shigella']",
M14792742,['Some simple inexpensive methods for detection of radioactivity; training citizens to meet possible atomic disaster.'],,['eng'],"['Disasters', 'Isotopes', 'Nuclear Warfare', 'Nuclear Weapons', 'Radioactivity']",['Isotopes']
M14793923,['Der grippale Infekt.'],,['und'],"['Humans', 'Influenza, Human']",
M14794307,['Concepts of food allergy important in specific diagnosis.'],,['eng'],"['Food', 'Food Hypersensitivity', 'Humans', 'Hypersensitivity']",
M14795809,['INFLUENZA.'],,['eng'],"['Humans', 'Influenza, Human']",
M14795861,['Sulla vitamina D3.'],,['und'],"['Cholecalciferol', 'Cholestanes', 'Humans', 'Rickets', 'Vitamin D', 'Vitamins']","['Cholestanes', 'Vitamins', 'Vitamin D (1406-16-2)', 'Cholecalciferol (1C6V77QF41)']"
M14796416,['Remittierende akute Leukämie.'],,['und'],"['Acute Disease', 'Leukemia', 'Leukemia, Myeloid', 'Urethane']",['Urethane (3IN71E75Z5)']
M14796725,['p-Hydroxybenzoic acid; a new bacterial vitamin.'],,['eng'],"['Humans', 'Hydroxybenzoates', 'Vitamin A', 'Vitamins']","['Hydroxybenzoates', 'Vitamins', 'Vitamin A (11103-57-4)']"
M14797164,['Vaccination mod influenza.'],,['und'],"['Humans', 'Influenza, Human', 'Vaccination']",
M14797532,['Beobachtungen über die Wirkung von Cortisone (17-Hydroxy-11-dehydrocorticosteron) bei chronischer Arthritis.'],,['und'],"['Arthritis', 'Arthritis, Rheumatoid', 'Cortisone']",['Cortisone (V27W9254FZ)']
M14800518,['Variations électrocardiographiques produites par la quinidine sur des coeurs normaux et des coeurs lésés de tortues.'],,['und'],"['Animals', 'Electrocardiography', 'Heart/drug effects', 'Hedera', 'Humans', 'Quinidine', 'Reptiles', 'Turtles']",['Quinidine (ITX08688JL)']
M14801174,"[""Effecto dell'11-desossicorticosterone acetato e del 17-idrossi-11-deidrocorticosterone acetato sul diabete allossanico del ratto.""]",,['und'],"['Acetates', 'Adrenal Cortex Hormones', 'Animals', 'Corticosterone', 'Cortisone', 'Desoxycorticosterone Acetate', 'Diabetes Mellitus', 'Diabetes Mellitus, Experimental', 'Rats']","['Acetates', 'Adrenal Cortex Hormones', 'Desoxycorticosterone Acetate (6E0A168OB8)', '11-dehydrocorticosterone (FO4V44A3G3)', 'Cortisone (V27W9254FZ)', 'Corticosterone (W980KJ009P)']"
M14801175,"[""Effetto dell'11-desossicorticosterone acetato e del 17-idrossi-11-deidrocorticosterone sul diabete allossanico del ratto parziamente spancreato.""]",,['und'],"['Acetates', 'Adrenal Cortex Hormones', 'Animals', 'Corticosterone', 'Cortisone', 'Desoxycorticosterone Acetate', 'Diabetes Mellitus', 'Diabetes Mellitus, Experimental', 'Rats']","['Acetates', 'Adrenal Cortex Hormones', 'Desoxycorticosterone Acetate (6E0A168OB8)', '11-dehydrocorticosterone (FO4V44A3G3)', 'Cortisone (V27W9254FZ)', 'Corticosterone (W980KJ009P)']"
M14801527,['INFLUENZA.'],,['eng'],"['Humans', 'Influenza, Human']",
M14802340,['The effects of 17-hydroxy-11-dehydrocorticosterone upon the adrenals of normal and of hypophysectomized rats maintained with adrenocorticotropin.'],,['eng'],"['Adrenal Glands', 'Adrenocorticotropic Hormone', 'Animals', 'Corticosterone', 'Cortisone', 'Rats']","['Adrenocorticotropic Hormone (9002-60-2)', '11-dehydrocorticosterone (FO4V44A3G3)', 'Cortisone (V27W9254FZ)', 'Corticosterone (W980KJ009P)']"
M14803413,['Medical planning for atomic disaster.'],,['eng'],"['Disasters', 'Humans', 'Nuclear Warfare', 'Nuclear Weapons']",
M14805058,['Gall-bladder disease in childhood.'],,['eng'],"['Cholecystitis', 'Humans', 'Urinary Bladder Diseases']",
M14809647,['Low back pain. II. Urologic aspects.'],,['eng'],"['Back Pain', 'Humans', 'Low Back Pain', 'Pain', 'Urinary Tract', 'Urogenital System', 'Urology']",
M14809648,['Low back pain. III. Neurologic aspects.'],,['eng'],"['Back Pain', 'Databases, Genetic', 'Humans', 'Low Back Pain', 'Pain']",
M14812134,['INFLUENZA.'],,['eng'],"['Humans', 'Influenza, Human']",
M14813711,['What the hospital can do about disaster planning.'],,['eng'],"['Disaster Planning', 'Hospitals', 'Humans', 'Nuclear Warfare', 'Nuclear Weapons']",
M14814431,['A case of aspirin poisoning.'],,['eng'],"['Aspirin', 'Humans', 'Salicylates']","['Salicylates', 'Aspirin (R16CO5Y76E)']"
M14817560,['Die Bestrahlungstechnik beim Brustkrebs.'],,['und'],"['Breast', 'Breast Neoplasms', 'Humans']",
M14817564,['Die hormonelle Behandlung des Brustkrebses.'],,['und'],"['Breast', 'Breast Neoplasms', 'Humans']",
M14817662,['The frozen shoulder.'],,['eng'],"['Bursitis', 'Humans', 'Shoulder']",
M14818012,"['Food allergy, its application.']",,['eng'],"['Food', 'Food Hypersensitivity', 'Humans', 'Hypersensitivity']",
M14818105,['Multiple sclerosis--its diagnosis and treatment.'],,['eng'],"['Humans', 'Multiple Sclerosis', 'Sclerosis']",
M14818111,['Good old aspirin.'],,['eng'],"['Aspirin', 'Rheumatic Fever', 'Salicylates']","['Salicylates', 'Aspirin (R16CO5Y76E)']"
M14818705,['Vitaminoterapia rectal.'],,['und'],"['Cholestanes', 'Nutrition Therapy', 'Vitamin A', 'Vitamin D', 'Vitamins']","['Cholestanes', 'Vitamins', 'Vitamin A (11103-57-4)', 'Vitamin D (1406-16-2)']"
M14821399,['INFLUENZA.'],,['eng'],"['Humans', 'Influenza, Human']",
M14821453,['INFLUENZA.'],,['eng'],"['Humans', 'Influenza, Human']",
M14821903,['EDUCATION of the graduate nurse.'],,['eng'],"['Education, Nursing', 'Humans']",
M14821905,['Multiple sclerosis.'],,['eng'],"['Humans', 'Multiple Sclerosis', 'Sclerosis']",
M14821911,['Nursing care in multiple sclerosis.'],,['eng'],"['Humans', 'Multiple Sclerosis', 'Nursing', 'Sclerosis']",
M14822897,['Le coeur des gibbeux.'],,['und'],"['Heart', 'Heart Diseases', 'Humans', 'Kyphosis']",
M14823245,['MALADIE de Parkinson.'],,['und'],"['Humans', 'Parkinson Disease', 'Parkinsonian Disorders']",
M14823819,['Aspirin sensitivity; experimental studies.'],,['eng'],['Aspirin'],['Aspirin (R16CO5Y76E)']
M14826134,['Police and traffic problems in an atomic disaster.'],,['eng'],"['Disasters', 'Humans', 'Isotopes', 'Nuclear Warfare', 'Nuclear Weapons', 'Police']",['Isotopes']
M14827244,['Den ondartede ulcerøse colitis.'],,['und'],"['Colitis', 'Colitis, Ulcerative', 'Humans']",
M14827404,['FOOD allergy.'],,['eng'],"['Food', 'Food Hypersensitivity', 'Humans', 'Hypersensitivity']",
M14827896,"['Effect of 17-hydroxy-11-dehydrocorticosterone and adrenocorticotropic hormone upon plasma gamma globulin, fibrinogen, and erythrocyte sedimentation rate.']",,['eng'],"['Adrenocorticotropic Hormone', 'Blood Proteins', 'Blood Sedimentation', 'Corticosterone', 'Cortisone', 'Fibrinogen', 'Hematologic Tests', 'Humans', 'Plasma', 'gamma-Globulins']","['Blood Proteins', 'gamma-Globulins', 'Fibrinogen (9001-32-5)', 'Adrenocorticotropic Hormone (9002-60-2)', '11-dehydrocorticosterone (FO4V44A3G3)', 'Cortisone (V27W9254FZ)', 'Corticosterone (W980KJ009P)']"
M14828066,['Determination of natural sources of vitamins D.'],,['eng'],"['Cholestanes', 'Humans', 'Vitamin A', 'Vitamin D', 'Vitamin K', 'Vitamins']","['Cholestanes', 'Vitamins', 'Vitamin A (11103-57-4)', 'Vitamin K (12001-79-5)', 'Vitamin D (1406-16-2)']"
M14829234,['Uber Knorpelgeschwülste der Schädelbasis mit intrakranieller Ausdehnung.'],,['und'],"['Chondroma', 'Humans', 'Neoplasms', 'Skull', 'Skull Neoplasms']",
M14829238,['Der phantomschmerz.'],,['und'],"['Humans', 'Phantom Limb']",
M14832086,['Multiple sclerosis.'],,['eng'],"['Humans', 'Multiple Sclerosis', 'Sclerosis']",
M14833078,"[""A propos de l'amputation des doigts; amputations traumatiques et cicatrices vicieuses des moignons d'amputation.""]",,['und'],"['Amputation', 'Amputation Stumps', 'Amputation, Traumatic', 'Cicatrix', 'Fingers', 'Humans']",
M14833498,['Querschnittsmyelitis bei Herpes zoster.'],,['und'],"['Herpes Zoster', 'Humans', 'Myelitis', 'Myelitis, Transverse']",
M14834128,['Les corps étrangers du coeur.'],,['und'],"['Foreign Bodies', 'Heart', 'Humans']",
M14835341,['Principerna för behandlingen av det diabetiska comat och dess förstadier.'],,['und'],"['Dentistry', 'Diabetes Mellitus', 'Diabetic Coma']",
M14836928,['Bisgaardscher Kompressionsverband und Ultraschall bei Ulcus cruris.'],,['und'],"['Compression Bandages', 'Humans', 'Leg', 'Leg Ulcer', 'Ulcer', 'Ultrasonics', 'Varicose Veins']",
M14837251,['Untersuchungen über das Vitamin C der Sanddornbeere.'],,['und'],"['Ascorbic Acid', 'Hippophae', 'Vitamins']","['Vitamins', 'Ascorbic Acid (PQ6CK8PD0R)']"
M14837380,"['Die Spekulumentbindung, eine neue Methode des Dammschutzes.']",,['und'],"['Delivery, Obstetric', 'Female', 'Humans', 'Labor, Obstetric', 'Perineum', 'Pregnancy', 'Surgical Instruments']",
M14840922,['Nahrungsmittelallergie.'],,['und'],"['Food Hypersensitivity', 'Humans', 'Hypersensitivity']",
M14841914,['VITAMIN D.'],,['eng'],"['Child', 'Humans', 'Pediatrics', 'Vitamin D', 'Vitamins']","['Vitamins', 'Vitamin D (1406-16-2)']"
M14844597,['Ocular manifestations of vitamin deficiency.'],,['eng'],"['Avitaminosis', 'Eye', 'Humans', 'Oculomotor Muscles', 'Vitamin A', 'Vitamin K', 'Vitamins']","['Vitamins', 'Vitamin A (11103-57-4)', 'Vitamin K (12001-79-5)']"
M14845129,['Asma brônquica.'],,['und'],"['Asthma', 'Humans']",
M14847441,['Minor symptoms and signs in food allergy.'],,['eng'],"['Food', 'Food Hypersensitivity', 'Humans', 'Hypersensitivity']",
M14847531,['Fat-soluble vitamins.'],,['eng'],"['Humans', 'Vitamin A', 'Vitamin D', 'Vitamin E', 'Vitamins']","['Vitamins', 'Vitamin A (11103-57-4)', 'Vitamin D (1406-16-2)', 'Vitamin E (1406-18-4)']"
M14848027,['Studies on the analysis of vitamins D. 3. Experiments on the separation of vitamin D from vitamin A and other substances by condensation techniques and selective irradiation.'],,['eng'],"['Humans', 'Ultraviolet Rays', 'Vitamin A', 'Vitamin D', 'Vitamins']","['Vitamins', 'Vitamin A (11103-57-4)', 'Vitamin D (1406-16-2)']"
M14848250,"[""L'azione di corticoidi surrenali estrattivi e di sintesi (desossicorticosterone e 17-idrossi-11-deidrocorticosterone acetato) sul comportamento dell'allergia tubercolare nella cavia.""]",,['und'],"['Acetates', 'Adrenal Cortex Hormones', 'Corticosterone', 'Desoxycorticosterone', 'Drug Hypersensitivity', 'Guinea Pigs', 'Tuberculin']","['Acetates', 'Adrenal Cortex Hormones', 'Tuberculin', 'Desoxycorticosterone (40GP35YQ49)', '11-dehydrocorticosterone (FO4V44A3G3)', 'Corticosterone (W980KJ009P)']"
